"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","역노선","위치표시","주소표시","역선정방식","역거리km","계산상가까운역","계산거리km"
"","경기","경기","의정부시","자금동","효자역","경기도 의정부시 부용로 159-40","의정부","효자역 인근","경기도 의정부시 부용로 159-40","좌표최단거리","0.97","효자역","0.97"
"","경기","경기","의정부시","장암동","장암역","경기도 의정부시 동일로 121(장암동)","7호선","장암역 인근","경기도 의정부시 동일로 121(장암동)","좌표최단거리","1.07","장암역","1.07"
"","경기","경기","의정부시","호원동","회룡역","경기도 의정부시 평화로 363","경원선","회룡역 인근","경기도 의정부시 평화로 363","좌표최단거리","0.99","회룡역","0.99"
"","경기","경기","의정부시","흥선동","의정부시청역","경기도 의정부시 의정로 69","의정부","의정부시청역 인근","경기도 의정부시 의정로 69","좌표최단거리","1.55","의정부시청역","1.55"
"","경기","경기","이천시","관고동","이천역","경기도 이천시 이섭대천로 1063","경강선","이천역 인근","경기도 이천시 이섭대천로 1063","좌표최단거리","3.14","이천역","3.14"
"","경기","경기","이천시","대월면","부발역","경기도 이천시 부발읍 신아로 87","경강선","부발역 인근","경기도 이천시 부발읍 신아로 87","좌표최단거리","5.19","부발역","5.19"
"","경기","경기","이천시","마장면","이천역","경기도 이천시 이섭대천로 1063","경강선","이천역 인근","경기도 이천시 이섭대천로 1063","좌표최단거리","7.15","이천역","7.15"
"","경기","경기","이천시","모가면","","","","모가면 중심","경기 이천시 모가면","지역중심","","부발역","9.94"
"","경기","경기","이천시","백사면","부발역","경기도 이천시 부발읍 신아로 87","경강선","부발역 인근","경기도 이천시 부발읍 신아로 87","좌표최단거리","7.13","부발역","7.13"
"","경기","경기","이천시","부발읍","부발역","경기도 이천시 부발읍 신아로 87","경강선","부발역 인근","경기도 이천시 부발읍 신아로 87","좌표최단거리","2.57","부발역","2.57"
"","경기","경기","이천시","설성면","","","","설성면 중심","경기 이천시 설성면","지역중심","","부발역","13.72"
"","경기","경기","이천시","신둔면","신둔도예촌역","경기도 이천시 신둔면 남정로 55","경강선","신둔도예촌역 인근","경기도 이천시 신둔면 남정로 55","좌표최단거리","0.58","신둔도예촌역","0.58"
"","경기","경기","이천시","율면","","","","율면 중심","경기 이천시 율면","지역중심","","부발역","19.23"
"","경기","경기","이천시","장호원읍","","","","장호원읍 중심","경기 이천시 장호원읍","지역중심","","여주역","17.03"
"","경기","경기","이천시","중리동","이천역","경기도 이천시 이섭대천로 1063","경강선","이천역 인근","경기도 이천시 이섭대천로 1063","좌표최단거리","3.26","이천역","3.26"
"","경기","경기","이천시","증포동","이천역","경기도 이천시 이섭대천로 1063","경강선","이천역 인근","경기도 이천시 이섭대천로 1063","좌표최단거리","2.98","이천역","2.98"
"","경기","경기","이천시","창전동","이천역","경기도 이천시 이섭대천로 1063","경강선","이천역 인근","경기도 이천시 이섭대천로 1063","좌표최단거리","2.14","이천역","2.14"
"","경기","경기","이천시","호법면","이천역","경기도 이천시 이섭대천로 1063","경강선","이천역 인근","경기도 이천시 이섭대천로 1063","좌표최단거리","5.65","이천역","5.65"
"","경기","경기","파주시","광탄면","","","","광탄면 중심","경기 파주시 광탄면","지역중심","","월롱역","8.08"
"","경기","경기","파주시","교하동","야당역","경기도 파주시 소리천로 10","경의중앙선","야당역 인근","경기도 파주시 소리천로 10","좌표최단거리","5.45","야당역","5.45"
"","경기","경기","파주시","금촌동","금릉역","경기도 파주시 금릉역로85","경의중앙선","금릉역 인근","경기도 파주시 금릉역로85","좌표최단거리","0.88","금릉역","0.88"
"","경기","경기","파주시","문산읍","문산역","경기도 파주시 문산읍 문산역로 94","경의중앙선","문산역 인근","경기도 파주시 문산읍 문산역로 94","좌표최단거리","1.13","문산역","1.13"
"","경기","경기","파주시","법원읍","","","","법원읍 중심","경기 파주시 법원읍","지역중심","","문산역","9.13"
"","경기","경기","파주시","운정동","운정역","경기도 파주시 운정역길 368(야당동 299-4번지)","경의중앙선","운정역 인근","경기도 파주시 운정역길 368(야당동 299-4번지)","동일이름지역검증","","",""
"","경기","경기","파주시","월롱면","월롱역","경기도 파주시 월롱면 통일로 980","경의중앙선","월롱역 인근","경기도 파주시 월롱면 통일로 980","좌표최단거리","0.23","월롱역","0.23"
"","경기","경기","파주시","장단면","임진강역","경기도 파주시 문산읍 임진각로 115(문산읍)","경의중앙선","임진강역 인근","경기도 파주시 문산읍 임진각로 115(문산읍)","좌표최단거리","3.28","임진강역","3.28"
"","경기","경기","파주시","적성면","","","","적성면 중심","경기 파주시 적성면","지역중심","","소요산역","12.12"
"","경기","경기","파주시","조리읍","금촌역","경기도 파주시 새꽃로 193","경의중앙선","금촌역 인근","경기도 파주시 새꽃로 193","좌표최단거리","3.76","금촌역","3.76"
"","경기","경기","파주시","탄현면","파주역","경기도 파주시 파주읍 주라위길 38","경의중앙선","파주역 인근","경기도 파주시 파주읍 주라위길 38","좌표최단거리","7.26","파주역","7.26"
"","경기","경기","파주시","파주읍","파주역","경기도 파주시 파주읍 주라위길 38","경의중앙선","파주역 인근","경기도 파주시 파주읍 주라위길 38","좌표최단거리","2.62","파주역","2.62"
"","경기","경기","파주시","파평면","","","","파평면 중심","경기 파주시 파평면","지역중심","","운천역","8.22"
"","경기","경기","평택시","고덕동","서정리역","경기도 평택시 탄현로 51","경부선","서정리역 인근","경기도 평택시 탄현로 51","좌표최단거리","1.73","서정리역","1.73"
"","경기","경기","평택시","고덕면","서정리역","경기도 평택시 탄현로 51","경부선","서정리역 인근","경기도 평택시 탄현로 51","좌표최단거리","4.35","서정리역","4.35"
"","경기","경기","평택시","동삭동","평택지제역","경기도 평택시 경기대로 777","경부선","평택지제역 인근","경기도 평택시 경기대로 777","좌표최단거리","2.66","평택지제역","2.66"
"","경기","경기","평택시","비전동","평택역","경기도 평택시 평택로 51","경부선","평택역 인근","경기도 평택시 평택로 51","좌표최단거리","1.78","평택역","1.78"
"","경기","경기","평택시","서정동","송탄역","경기도 평택시 신장동 송탄공원로 43","경부선","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","좌표최단거리","0.83","송탄역","0.83"
"","경기","경기","평택시","서탄면","진위역","경기도 평택시 경기대로 1855","경부선","진위역 인근","경기도 평택시 경기대로 1855","좌표최단거리","3.07","진위역","3.07"
"","경기","경기","평택시","세교동","평택역","경기도 평택시 평택로 51","경부선","평택역 인근","경기도 평택시 평택로 51","좌표최단거리","1.74","평택역","1.74"
"","경기","경기","평택시","송북동","송탄역","경기도 평택시 신장동 송탄공원로 43","경부선","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","좌표최단거리","0.87","송탄역","0.87"
"","경기","경기","평택시","송탄동","평택지제역","경기도 평택시 경기대로 777","경부선","평택지제역 인근","경기도 평택시 경기대로 777","좌표최단거리","3.59","평택지제역","3.59"
"","경기","경기","평택시","신장동","송탄역","경기도 평택시 신장동 송탄공원로 43","경부선","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","좌표최단거리","0.82","송탄역","0.82"
"","경기","경기","평택시","신평동","","","","신평동 중심","경기 평택시 신평동","지역중심","","",""
"","경기","경기","평택시","안중읍","","","","안중읍 중심","경기 평택시 안중읍","지역중심","","평택지제역","13.19"
"","경기","경기","평택시","오성면","평택지제역","경기도 평택시 경기대로 777","경부선","평택지제역 인근","경기도 평택시 경기대로 777","좌표최단거리","7.70","평택지제역","7.70"
"","경기","경기","평택시","용이동","평택역","경기도 평택시 평택로 51","경부선","평택역 인근","경기도 평택시 평택로 51","좌표최단거리","5.14","평택역","5.14"
"","경기","경기","평택시","원평동","평택역","경기도 평택시 평택로 51","경부선","평택역 인근","경기도 평택시 평택로 51","좌표최단거리","0.47","평택역","0.47"
"","경기","경기","평택시","중앙동","서정리역","경기도 평택시 탄현로 51","경부선","서정리역 인근","경기도 평택시 탄현로 51","좌표최단거리","0.31","서정리역","0.31"
"","경기","경기","평택시","지산동","송탄역","경기도 평택시 신장동 송탄공원로 43","경부선","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","좌표최단거리","1.20","송탄역","1.20"
"","경기","경기","평택시","진위면","진위역","경기도 평택시 경기대로 1855","경부선","진위역 인근","경기도 평택시 경기대로 1855","좌표최단거리","1.93","진위역","1.93"
